,revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,timeperiod,object_id
8365,Udarbond,CACHAR,Cachar,Udharbond,,447088875.6,447,0.7351505925194055,7923,2021_08,18-316-00186
8366,Sonai,CACHAR,Cachar,Sonai,,999733880.6,1000,0.5661411419385906,17652,2021_08,18-316-00187
8367,Lakhipur,CACHAR,Cachar,Lakhipur,,754436388.7,754,0.5786547296764157,8317,2021_08,18-316-00188
8368,Karimganj,KARIMGANJ,Karimganj,Karimganj,y,178166572.6,178,0.4348837112339895,3162,2021_08,18-317-00189
8369,Badarpur,KARIMGANJ,Karimganj,Badarpur,,134391085.3,134,0.479799000435483,2386,2021_08,18-317-00190
8370,Nilambazar,KARIMGANJ,Karimganj,Nilambazar,,280417099.0,280,0.3569658331490141,4945,2021_08,18-317-00191
8371,Patharkandi,KARIMGANJ,Karimganj,Patherkandi,,672170922.1,672,0.5193171601510369,9741,2021_08,18-317-00192
8372,"Ramkrishna
Nagar",KARIMGANJ,Karimganj,RK Nagar,,575000985.9,575,0.4353285504224286,9003,2021_08,18-317-00193
8373,Algapur,HAILAKANDI,Hailakandi,Algapur,,156280173.0,156,0.3891929992918246,2769,2021_08,18-318-00194
8374,Hailakandi,HAILAKANDI,Hailakandi,Hailakandi,y,160989094.7,161,0.3850902317699192,2849,2021_08,18-318-00195
8375,Lala,HAILAKANDI,Hailakandi,Lala,,270081600.3,270,0.4516643391859068,4786,2021_08,18-318-00196
8376,Katlichara,HAILAKANDI,Hailakandi,Katlicherra,,741771269.3,742,0.6400366934804582,8533,2021_08,18-318-00197
8377,"Bongaigaon
(Pt)",BONGAIGAON,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,,0,2021_08,18-319-00198
8378,Boitamari,BONGAIGAON,Bongaigaon,Boitamari,,297089853.0,297,,0,2021_08,18-319-00199
8379,Srijangram,BONGAIGAON,Bongaigaon,Srijangram,,347583760.8,348,,0,2021_08,18-319-00200
8380,Sidli (Pt-II),BONGAIGAON,Bongaigaon,Sidli (Pt-II),,85041947.25,85,,0,2021_08,18-319-00201
8381,Manikpur,BONGAIGAON,Bongaigaon,Manikpur,,169010249.7,169,,0,2021_08,18-319-00202
8382,Kokrajhar (Pt),CHIRANG,Chirang,Kokrajhar (Pt),,12538462.77,13,,0,2021_08,18-320-00203
8383,Barnagar (Pt),CHIRANG,Chirang,Barnagar (Pt),,34321102.47,34,,0,2021_08,18-320-00204
8384,Bengtal,CHIRANG,Chirang,Bengtal,,715955682.4,716,,0,2021_08,18-320-00205
8385,Sidli (Pt),CHIRANG,Chirang,Sidli (Pt),,228893704.6,229,,0,2021_08,18-320-00206
8386,Bijni (Pt),CHIRANG,Chirang,Bijni (Pt),,934195919.7,934,,0,2021_08,18-320-00207
8387,"Rangia
(Pt)",KAMRUP,Kamrup,"Rangia
(Pt)",,186407362.6,186,,0,2021_08,18-321-00208
8388,Koya,KAMRUP,Kamrup,Kayan,,53612722.14,54,,0,2021_08,18-321-00209
8389,Kamalpur,KAMRUP,Kamrup,Kamalpur,,250170012.1,250,,0,2021_08,18-321-00210
8390,Hajo,KAMRUP,Kamrup,Hajo,,412841145.7,413,,0,2021_08,18-321-00211
8391,Chhaygaon,KAMRUP,Kamrup,Chhaygaon,,470741379.3,471,,0,2021_08,18-321-00212
8392,Goroimari,KAMRUP,Kamrup,Goroimari,,176568213.2,177,,0,2021_08,18-321-00213
8393,Chamaria,KAMRUP,Kamrup,Chamaria,,140144616.8,140,,0,2021_08,18-321-00214
8394,Nagarbera,KAMRUP,Kamrup,Nagarbera,,114577593.0,115,,0,2021_08,18-321-00215
8395,Boko,KAMRUP,Kamrup,Boko,,514044709.4,514,,0,2021_08,18-321-00216
8396,"North
Guwahati",KAMRUP,Kamrup,"North
Guwahati",,90721866.31,91,,0,2021_08,18-321-00217
8397,Jalah (Pt),KAMRUP,Kamrup,Jalah (Pt),,55787602.64,56,,0,2021_08,18-321-00218
8398,Guwahati,KAMRUP METRO,KAMRUP METRO,Guwahati,y,101319635.1,101,,0,2021_08,18-322-00219
8399,Sonapur,KAMRUP METRO,KAMRUP METRO,Sonapur,,493242088.4,493,,0,2021_08,18-322-00220
8400,Chandrapur,KAMRUP METRO,KAMRUP METRO,Chandrapur,,124600101.5,125,,0,2021_08,18-322-00221
8401,"Tihu
(Pt)",NALBARI,Nalbari,"Tihu
(Pt)",,94935581.15,95,,0,2021_08,18-323-00222
8402,"Pachim
Nalbari",NALBARI,Nalbari,Pachim Nalbari,,148606921.2,149,,0,2021_08,18-323-00223
8403,Barkhetri,NALBARI,Nalbari,Barkhetri,,370577388.2,371,,0,2021_08,18-323-00224
8404,Barbhag,NALBARI,Nalbari,Barbhag,,82281261.7,82,,0,2021_08,18-323-00225
8405,Nalbari,NALBARI,Nalbari,Nalbari,y,128136913.3,128,,0,2021_08,18-323-00226
8406,Banekuchi,NALBARI,Nalbari,Banekuchi,,61110319.4,61,,0,2021_08,18-323-00227
8407,Ghograpar (Pt),NALBARI,Nalbari,Ghograpar (Pt),,131160984.6,131,,0,2021_08,18-323-00228
8408,Baganpara (Pt),BAKSA,Baksa,Baganpara (Pt),,211742690.1,212,,0,2021_08,18-324-00260
8409,Baganpara (Pt),NALBARI,Nalbari,Baganpara (Pt),,18943498.07,19,,0,2021_08,18-323-00230
8410,Barnagar (Pt),BAKSA,Baksa,Barnagar (Pt),,460073385.7,460,,0,2021_08,18-324-00231
8411,Ghograpar (Pt),BAKSA,Baksa,Ghograpar (Pt),,35444716.72,35,,0,2021_08,18-324-00232
8412,Jalah (Pt),BAKSA,Baksa,Jalah (Pt),,291646466.4,292,,0,2021_08,18-324-00233
8413,Barama,BAKSA,Baksa,Barama,,95546762.3,96,,0,2021_08,18-324-00234
8414,Rangia (Pt),TAMULPUR,Baksa,Rangia (Pt),,23451991.6,23,,0,2021_08,18-816-00235
8415,Pathorighat (Pt),TAMULPUR,Baksa,Pathorighat (Pt),,3754506.217,4,,0,2021_08,18-816-00236
8416,Khoirabari (Pt),DARRANG,Darrang,Khoirabari (Pt),,52738276.5,53,,0,2021_08,18-325-00237
8417,Pathorighat (Pt),DARRANG,Darrang,Patharighat (Pt),,176482635.2,176,,0,2021_08,18-325-00238
8418,Sipajhar,DARRANG,Darrang,Sipajhar,,293007191.6,293,,0,2021_08,18-325-00239
8419,Dhekiajuli (Pt),UDALGURI,Udalguri,Dhekiajuli (Pt),,41104085.9,41,,0,2021_08,18-326-00240
8420,Khoirabari (Pt),UDALGURI,Udalguri,Khoirabari (Pt),,162764836.4,163,,0,2021_08,18-326-00241
8421,Pathorighat (Pt),UDALGURI,Udalguri,Pathorighat (Pt),,2314177.101,2,,0,2021_08,18-326-00242
8422,Mangaldoi (Pt),UDALGURI,Udalguri,Mangaldoi (Pt),,6293734.554,6,,0,2021_08,18-326-00243
8423,Dalgaon (Pt),UDALGURI,Udalguri,Dalgaon (Pt),,62698740.91,63,,0,2021_08,18-326-00244
8424,Harisinga,UDALGURI,Udalguri,Harisinga,,625700293.5,626,,0,2021_08,18-326-00245
8425,Udalguri,UDALGURI,Udalguri,Udalguri,y,569395304.7,569,,0,2021_08,18-326-00246
8426,Mazbat,UDALGURI,Udalguri,Mazbat,,325141745.3,325,,0,2021_08,18-326-00247
8427,Mahmora,CHARAIDEO,Charaideo,Mahmora,,294481483.3,294,0.5259707456959319,5322,2021_08,18-755-00248
8428,Biswanath,BISWANATH,Biswanath,Biswanath,y,1042300607.0,1042,0.4634419413327827,18769,2021_08,18-756-00249
8429,Helem,BISWANATH,Biswanath,Halem,,427087304.2,427,0.4738095963287849,7695,2021_08,18-756-00250
8430,Gohpur,BISWANATH,Biswanath,Gohpur,,313635939.7,314,0.5486101793499911,5648,2021_08,18-756-00251
8431,Hojai,HOJAI,Hojai,Hojai,y,264542999.3,265,0.3247304207291225,4718,2021_08,18-757-00252
8432,Doboka,HOJAI,Hojai,Doboka,,317748519.3,318,0.4349429278306558,5680,2021_08,18-757-00253
8433,Lanka,HOJAI,Hojai,Lanka,,873440623.1,873,0.5330519262285229,15598,2021_08,18-757-00254
8434,Donka,WEST KARBI ANGLONG,West Karbi Anglong,Donkamokam,,3072801622.0,3073,0.6248411313780956,42156,2021_08,18-759-00255
8435,South Salmara,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,South Salmara,,435496775.1,435,,0,2021_08,18-758-00256
8436,Mankachar,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,Mankachar,,248678182.6,249,,0,2021_08,18-758-00257
8437,Bajali (Pt),TAMULPUR,Baksa,Bajali (Pt),,17844174.95,18,,0,2021_08,18-816-00258
8438,Goreswar (Pt),TAMULPUR,Baksa,Goreswar (Pt),,283216711.9,283,,0,2021_08,18-816-00259
8439,Tamulpur,TAMULPUR,Baksa,Tamulpur,,549366262.9,549,,0,2021_08,18-816-00261
8440,Baksa,BAKSA,Baksa,Baska,,295501945.5,296,,0,2021_08,18-324-00262
8441,Sarupeta (Pt),BAKSA,Baksa,Sarupeta (Pt),,134708247.8,135,,0,2021_08,18-324-00263
8442,Barnagar (Pt),BARPETA,Barpeta,Barnagar (Pt),,207191146.6,207,,0,2021_08,18-303-00264
8443,Sarupeta (Pt),BAJALI,Barpeta,Sarupeta (Pt),,261584874.2,262,,0,2021_08,18-799-00265
8444,Chenga,BARPETA,Barpeta,Chenga,,317522242.4,318,,0,2021_08,18-303-00266
8445,North Guwahati (Pt),KAMRUP METRO,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,,0,2021_08,18-322-00267
8446,Kalaigaon (Pt),UDALGURI,Udalguri,Kalaigaon (Pt),,191989620.2,192,,0,2021_08,18-326-00268
8447,Mangaldoi (Pt),DARRANG,Darrang,Mangaldoi (Pt),y,439678093.9,440,,0,2021_08,18-325-00269
8448,Dalgaon (Pt),DARRANG,Darrang,Dalgaon (Pt),,649172827.9,649,,0,2021_08,18-325-00270
8449,Mayong,MORIGAON,Morigaon,Mayong,,486035918.5,486,,0,2021_08,18-304-00271
8450,Palasbari,KAMRUP,Kamrup,Palasbari,,392624055.8,393,,0,2021_08,18-321-00272
8451,Azara,KAMRUP,Kamrup,Azara,,423124288.2,423,,0,2021_08,18-321-00273
8452,Gossaigaon (Pt),DHUBRI,Dhubri,Gossaigaon (Pt),,76783222.03,77,,0,2021_08,18-301-00274
8453,Jorhat West,JORHAT,Jorhat,Jorhat West,,363550691.9,364,0.5173699291685797,6534,2021_08,18-312-00276
8454,Jorhat East,JORHAT,Jorhat,Jorhat East,,195465666.5,195,0.5502123412043789,3514,2021_08,18-312-00277
8455,Sapekhati,CHARAIDEO,Charaideo,Sapekhati,,394328380.8,394,0.610399984773574,6978,2021_08,18-755-00278
8456,Sonari,CHARAIDEO,Charaideo,Sonari,y,384542831.4,385,0.6302978943691555,6844,2021_08,18-755-00279
8457,Ujani Majuli,MAJULI,Majuli,Ujani Majuli,,322168126.6,322,0.4583140819504867,5804,2021_08,18-760-00280
8458,Majuli,MAJULI,Majuli,Majuli,,648466675.6,648,0.253004716082317,11685,2021_08,18-760-00281
8459,Phuloni,K.ANGLONG,K.ANGLONG,Phuloni,,3303172433.0,3303,0.6922506181167866,59202,2021_08,18-314-00275
8460,Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.7298219636184313,19201,2019_11,18-300-00101
8461,Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,0.7069705373260832,2839,2019_11,18-300-00102
8462,Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.6745656852666316,5464,2019_11,18-300-00103
8463,Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.755462343074201,17803,2019_11,18-300-00104
8464,Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.7821555185971973,5031,2019_11,18-300-00105
8465,Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.7499155305212852,1844,2019_11,18-300-00106
8466,Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.7066701713134325,2212,2019_11,18-300-00107
8467,Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,0.7692447997641998,1809,2019_11,18-300-00108
8468,Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,0.3017481111225329,3800,2019_11,18-301-00109
8469,Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,0.5767661110584219,3954,2019_11,18-301-00110
8470,Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,0.6218047082141362,3583,2019_11,18-301-00111
8471,Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,0.3695416749270637,6384,2019_11,18-301-00112
8472,Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,0.5564909545713201,5272,2019_11,18-301-00113
8473,Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,0.5657940504721866,3501,2019_11,18-301-00114
8474,Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,0.3388969730485338,8713,2019_11,18-302-00115
8475,Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,0.5631531279072772,9674,2019_11,18-302-00116
8476,Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,0.5284285974580606,8554,2019_11,18-302-00117
8477,Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,0.6105936116861793,3502,2019_11,18-302-00118
8478,Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,0.6910278123106826,4952,2019_11,18-302-00119
8479,Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,0.3675857207461949,4172,2019_11,18-303-00120
8480,Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,0.2359621935214079,9173,2019_11,18-303-00121
8481,Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,0.5361150568181818,5665,2019_11,18-303-00122
8482,Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,0.5945731294271943,4694,2019_11,18-303-00123
8483,Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,0.7129853965443508,2996,2019_11,18-799-00124
8484,Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,0.7064606499639586,737,2019_11,18-799-00125
8485,Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,0.2128643073734816,3931,2019_11,18-304-00126
8486,Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,0.3990414638217114,4166,2019_11,18-304-00127
8487,Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,0.6598867728668136,5955,2019_11,18-304-00128
8488,Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,0.6591537545049317,3295,2019_11,18-304-00129
8489,Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,0.6749177285963016,10410,2019_11,18-305-00130
8490,Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,0.6987388956162488,6142,2019_11,18-305-00131
8491,Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,0.5752286931818181,5500,2019_11,18-305-00132
8492,Dhing,NAGAON,Nagaon,Dhing,,247888462.7,248,0.5135126623946629,4450,2019_11,18-305-00133
8493,Nagaon,NAGAON,Nagaon,Nagaon,y,372041429.1,372,0.6587541246299835,6672,2019_11,18-305-00134
8494,Raha,NAGAON,Nagaon,Raha,,340889151.3,341,0.660814695166995,5584,2019_11,18-305-00135
8495,Kampur,NAGAON,Nagaon,Kampur,,375122906.9,375,0.6068328263274336,2825,2019_11,18-305-00136
8496,Dhekiajuli (Pt),SONITPUR,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.5995923050050813,22140,2019_11,18-306-00137
8497,Chariduar,SONITPUR,Sonitpur,Chariduar,,999613694.8,1000,0.7132366920977331,17998,2019_11,18-306-00138
8498,Tezpur,SONITPUR,Sonitpur,Tezpur,y,546146490.7,546,0.3280841521500714,9802,2019_11,18-306-00139
8499,Na-Duar,SONITPUR,Sonitpur,Naduar,,668195595.7,668,0.5598213554875894,12026,2019_11,18-306-00140
8500,Narayanpur,LAKHIMPUR,Lakhimpur,Narayanpur,,380387815.9,380,0.530518076952897,6852,2019_11,18-307-00141
8501,Bihpuria,LAKHIMPUR,Lakhimpur,Bihpuria,,406987947.4,407,0.4497693883773498,7341,2019_11,18-307-00142
8502,Naobaicha,LAKHIMPUR,Lakhimpur,Nowboicha,,329777873.3,330,0.52384246211724,5960,2019_11,18-307-00143
8503,Kadam,LAKHIMPUR,Lakhimpur,Kadam,,523299066.2,523,0.6108431485300339,9456,2019_11,18-307-00144
8504,North Lakhimpur,LAKHIMPUR,Lakhimpur,North Lakhimpur,y,615562945.6,616,0.5319416967635743,10461,2019_11,18-307-00145
8505,Dhakuakhana (Pt-I),LAKHIMPUR,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,0.4661107098107421,8355,2019_11,18-307-00146
8506,Subansiri (Pt-I),LAKHIMPUR,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,0.541835512487636,5055,2019_11,18-307-00147
8507,Dhakuakhana (Pt-II),DHEMAJI,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,0.4493289947509765,160,2019_11,18-308-00148
8508,Subansiri (Pt-II),DHEMAJI,Dhemaji,Subansiri (Pt-II),,155210841.0,155,0.7746282941595442,2808,2019_11,18-308-00149
8509,Dhemaji,DHEMAJI,Dhemaji,Dhemaji,y,396211702.6,396,0.536822575303305,7171,2019_11,18-308-00150
8510,Sissibargaon,DHEMAJI,Dhemaji,Sissiborgaon,,745985547.0,746,0.4747634036346566,13514,2019_11,18-308-00151
8511,Jonai,DHEMAJI,Dhemaji,Jonai,,852661889.7,853,0.4555191908954657,15471,2019_11,18-308-00152
8512,Gogamukh,DHEMAJI,Dhemaji,Gogamukh,,323763379.2,324,0.5574641416375341,5864,2019_11,18-308-00153
8513,Sadiya,TINSUKIA,Tinsukia,Sadiya,,851463185.0,851,0.5434578206848606,15463,2019_11,18-309-00154
8514,Doom Dooma,TINSUKIA,Tinsukia,Doom Dooma,,936656924.2,937,0.7084758901995167,16966,2019_11,18-309-00155
8515,Tinsukia,TINSUKIA,Tinsukia,Tinsukia,y,890346165.2,890,0.6867055782402529,16133,2019_11,18-309-00156
8516,Margherita,TINSUKIA,Tinsukia,Margherita,,1132319376.0,1132,0.6972239971160888,20480,2019_11,18-309-00157
8517,Dibrugarh West,DIBRUGARH,Dibrugarh,Dibrugarh West,,723055766.0,723,0.3803531144740871,13063,2019_11,18-310-00158
8518,Dibrugarh East,DIBRUGARH,Dibrugarh,Dibrugarh East,,392607310.5,393,0.419963264089341,7102,2019_11,18-310-00159
8519,Chabua,DIBRUGARH,Dibrugarh,Chabua,,658137348.7,658,0.3178595461425166,11903,2019_11,18-310-00160
8520,Tengakhat,DIBRUGARH,Dibrugarh,Tengakhat,,355331353.1,355,0.7147839480688529,6434,2019_11,18-310-00161
8521,Moran,DIBRUGARH,Dibrugarh,Moran,,394752534.0,395,0.7179685170283118,7126,2019_11,18-310-00162
8522,Tingkhong,DIBRUGARH,Dibrugarh,Tingkhong,,391326093.4,391,0.6146306843281736,7074,2019_11,18-310-00163
8523,Naharkatiya,DIBRUGARH,Dibrugarh,Naharkatia,,464307367.8,464,0.651176194321501,8388,2019_11,18-310-00164
8524,Dimow,SIVSAGAR,SIVSAGAR,Demow,,478427786.7,478,0.6320407179581344,8169,2019_11,18-311-00165
8525,Sibsagar,SIVSAGAR,SIVSAGAR,Sivsagar,y,388026773.7,388,0.516224872295673,1625,2019_11,18-311-00166
8526,Amguri,SIVSAGAR,SIVSAGAR,Amguri,,314868728.7,315,,0,2019_11,18-311-00167
8527,Nazira,SIVSAGAR,SIVSAGAR,Nazira,,386224425.1,386,,0,2019_11,18-311-00168
8528,Teok,JORHAT,Jorhat,Teok,,449551926.2,450,,0,2019_11,18-312-00169
8529,Titabor,JORHAT,Jorhat,Titabor,,419204313.3,419,0.6601803002768005,302,2019_11,18-312-00170
8530,Mariani,JORHAT,Jorhat,Mariani,,436514584.8,437,,0,2019_11,18-312-00171
8531,Bokakhat,GOLAGHAT,Golaghat,Bokakhat,,850138736.1,850,0.5369337420821331,15274,2019_11,18-313-00172
8532,Khumtai,GOLAGHAT,Golaghat,Khumtai,,473079404.2,473,0.3551598607807728,8514,2019_11,18-313-00173
8533,Dergaon,GOLAGHAT,Golaghat,Dergaon,,322577977.5,323,0.6902644334222757,5809,2019_11,18-313-00174
8534,Golaghat,GOLAGHAT,Golaghat,Golaghat,y,658333420.5,658,0.6610153716005489,11022,2019_11,18-313-00175
8535,Morangi,GOLAGHAT,Golaghat,Morangi,,318699785.4,319,0.7354652753458238,5711,2019_11,18-313-00176
8536,Sarupathar,GOLAGHAT,Golaghat,Sarupathar,,900371843.1,900,0.6438252982839943,16113,2019_11,18-313-00177
8537,Diphu,K.ANGLONG,Karbi Anglong,Diphu,y,2467568183.0,2468,0.7625650598479692,44070,2019_11,18-314-00178
8538,Silonijan,K.ANGLONG,K.ANGLONG,Silonijan,,1566331644.0,1566,0.6707688643971227,28082,2019_11,18-314-00179
8539,Umrangso,DIMA HASAO,Dima Hasao,Umrangso,,1459647329.0,1460,0.7677029152392492,2244,2019_11,18-315-00180
8540,Haflong,DIMA HASAO,Dima Hasao,Haflong,y,1023944193.0,1024,0.5638429501563496,17269,2019_11,18-315-00181
8541,Mahur,DIMA HASAO,Dima Hasao,Mahur,,568176425.1,568,0.4281265485629336,10090,2019_11,18-315-00182
8542,Maibong,DIMA HASAO,Dima Hasao,Maibong,,1831786745.0,1832,0.7681257905356569,31130,2019_11,18-315-00183
8543,Katigora,CACHAR,Cachar,Katigorah,,744022581.1,744,0.6107128913661114,13177,2019_11,18-316-00184
8544,Silchar,CACHAR,Cachar,Silchar,y,837931796.0,838,0.5406202744852743,14838,2019_11,18-316-00185
8545,Udarbond,CACHAR,Cachar,Udharbond,,447088875.6,447,0.6939353533620473,7923,2019_11,18-316-00186
8546,Sonai,CACHAR,Cachar,Sonai,,999733880.6,1000,0.6593221719245022,17676,2019_11,18-316-00187
8547,Lakhipur,CACHAR,Cachar,Lakhipur,,754436388.7,754,0.7327113703903032,13355,2019_11,18-316-00188
8548,Karimganj,KARIMGANJ,Karimganj,Karimganj,y,178166572.6,178,0.7066674325980392,3162,2019_11,18-317-00189
8549,Badarpur,KARIMGANJ,Karimganj,Badarpur,,134391085.3,134,0.7059693354465595,2387,2019_11,18-317-00190
8550,Nilambazar,KARIMGANJ,Karimganj,Nilambazar,,280417099.0,280,0.6588067867637766,4945,2019_11,18-317-00191
8551,Patharkandi,KARIMGANJ,Karimganj,Patherkandi,,672170922.1,672,0.6378875074360891,11872,2019_11,18-317-00192
8552,"Ramkrishna
Nagar",KARIMGANJ,Karimganj,RK Nagar,,575000985.9,575,0.5569845209740436,10142,2019_11,18-317-00193
8553,Algapur,HAILAKANDI,Hailakandi,Algapur,,156280173.0,156,0.5165284702002076,2769,2019_11,18-318-00194
8554,Hailakandi,HAILAKANDI,Hailakandi,Hailakandi,y,160989094.7,161,0.6024450139440374,2849,2019_11,18-318-00195
8555,Lala,HAILAKANDI,Hailakandi,Lala,,270081600.3,270,0.6061845421541997,4786,2019_11,18-318-00196
8556,Katlichara,HAILAKANDI,Hailakandi,Katlicherra,,741771269.3,742,0.6525513703540838,13076,2019_11,18-318-00197
8557,"Bongaigaon
(Pt)",BONGAIGAON,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,0.7515665211397059,3400,2019_11,18-319-00198
8558,Boitamari,BONGAIGAON,Bongaigaon,Boitamari,,297089853.0,297,0.3835592736329594,5316,2019_11,18-319-00199
8559,Srijangram,BONGAIGAON,Bongaigaon,Srijangram,,347583760.8,348,0.6012150208793138,6230,2019_11,18-319-00200
8560,Sidli (Pt-II),BONGAIGAON,Bongaigaon,Sidli (Pt-II),,85041947.25,85,0.6514632598756963,1526,2019_11,18-319-00201
8561,Manikpur,BONGAIGAON,Bongaigaon,Manikpur,,169010249.7,169,0.610066705001028,3040,2019_11,18-319-00202
8562,Kokrajhar (Pt),CHIRANG,Chirang,Kokrajhar (Pt),,12538462.77,13,0.6206577942434666,226,2019_11,18-320-00203
8563,Barnagar (Pt),CHIRANG,Chirang,Barnagar (Pt),,34321102.47,34,0.7638755541169242,623,2019_11,18-320-00204
8564,Bengtal,CHIRANG,Chirang,Bengtal,,715955682.4,716,0.7134459757682756,12886,2019_11,18-320-00205
8565,Sidli (Pt),CHIRANG,Chirang,Sidli (Pt),,228893704.6,229,0.7058341178448747,4112,2019_11,18-320-00206
8566,Bijni (Pt),CHIRANG,Chirang,Bijni (Pt),,934195919.7,934,0.7513965868767891,16768,2019_11,18-320-00207
8567,"Rangia
(Pt)",KAMRUP,Kamrup,"Rangia
(Pt)",,186407362.6,186,0.6861927632381077,3332,2019_11,18-321-00208
8568,Koya,KAMRUP,Kamrup,Kayan,,53612722.14,54,0.7102784474690755,960,2019_11,18-321-00209
8569,Kamalpur,KAMRUP,Kamrup,Kamalpur,,250170012.1,250,0.6547136419610963,4479,2019_11,18-321-00210
8570,Hajo,KAMRUP,Kamrup,Hajo,,412841145.7,413,0.4507821141562246,7402,2019_11,18-321-00211
8571,Chhaygaon,KAMRUP,Kamrup,Chhaygaon,,470741379.3,471,0.7091346600883718,8402,2019_11,18-321-00212
8572,Goroimari,KAMRUP,Kamrup,Goroimari,,176568213.2,177,0.3962351384606262,3162,2019_11,18-321-00213
8573,Chamaria,KAMRUP,Kamrup,Chamaria,,140144616.8,140,0.4569692676208715,2513,2019_11,18-321-00214
8574,Nagarbera,KAMRUP,Kamrup,Nagarbera,,114577593.0,115,0.4550546224434937,2049,2019_11,18-321-00215
8575,Boko,KAMRUP,Kamrup,Boko,,514044709.4,514,0.7247204494227317,9192,2019_11,18-321-00216
8576,"North
Guwahati",KAMRUP,Kamrup,"North
Guwahati",,90721866.31,91,0.6164634709273327,1629,2019_11,18-321-00217
8577,Jalah (Pt),KAMRUP,Kamrup,Jalah (Pt),,55787602.64,56,0.6812571308400371,1010,2019_11,18-321-00218
8578,Guwahati,KAMRUP METRO,KAMRUP METRO,Guwahati,y,101319635.1,101,0.4905703044069406,1810,2019_11,18-322-00219
8579,Sonapur,KAMRUP METRO,KAMRUP METRO,Sonapur,,493242088.4,493,0.7138604628921194,7842,2019_11,18-322-00220
8580,Chandrapur,KAMRUP METRO,KAMRUP METRO,Chandrapur,,124600101.5,125,0.6413205003845078,2235,2019_11,18-322-00221
8581,"Tihu
(Pt)",NALBARI,Nalbari,"Tihu
(Pt)",,94935581.15,95,0.7234689264594982,1699,2019_11,18-323-00222
8582,"Pachim
Nalbari",NALBARI,Nalbari,Pachim Nalbari,,148606921.2,149,0.6914413297788263,2669,2019_11,18-323-00223
8583,Barkhetri,NALBARI,Nalbari,Barkhetri,,370577388.2,371,0.3406133213080606,6631,2019_11,18-323-00224
8584,Barbhag,NALBARI,Nalbari,Barbhag,,82281261.7,82,0.6740986301677809,1477,2019_11,18-323-00225
8585,Nalbari,NALBARI,Nalbari,Nalbari,y,128136913.3,128,0.6931170404631745,2298,2019_11,18-323-00226
8586,Banekuchi,NALBARI,Nalbari,Banekuchi,,61110319.4,61,0.710314240364346,1097,2019_11,18-323-00227
8587,Ghograpar (Pt),NALBARI,Nalbari,Ghograpar (Pt),,131160984.6,131,0.6944691617084573,2353,2019_11,18-323-00228
